	0.0	0.25	1.25	2.25	3.25	5.25	7.25	9.25	13.25	16.25	20.25	23.25	27.25	28.0	28.25	29.25	30.25	31.25	33.25	35.25	37.25	41.25	44.25	48.25	51.25	55.25
TAXA_1	16330307.981693635	15318204.684469763	12531318.981268153	10305275.76078833	9124597.632661913	7544881.210079419	6944232.36034465	6654097.694560939	6533564.442022606	5950842.896335842	4488269.922667757	3099078.2948747687	2011226.8451070022	1738575.240077701	1642854.9981774406	1275521.7108558933	924374.2995431344	682030.149818508	382383.876476146	199666.7657878347	96076.69939607018	24647.74417011789	11635.64554504408	4758.415840371354	2530.056855784548	1222.1805834386887
TAXA_2	25957.90922099071	27169.137352957427	30051.559644895475	32848.317265799844	37422.4136316932	52753.375455992864	80366.69271604155	116852.84244400391	186385.9072297527	346141.7807777377	917797.2165332602	2364528.101340231	9638274.283742242	12849323.555916907	14396795.747176213	23898060.002207972	38711052.97829233	57016322.95476571	105583198.4585639	168131783.17933646	184765303.71367213	133297376.08225915	124974938.10947636	111876426.8154082	109780626.48833358	133818871.74674714
TAXA_3	123629221.94629548	119938595.50742288	96248090.6816208	84626917.07381986	77510737.99534595	72783629.71144974	72093015.22767495	68986470.78734118	71170433.37055916	61531592.96755123	69520291.14357759	60562600.85866796	54872982.193033755	54527596.2426413	54385282.33458747	55786502.09427603	54686187.40733396	56274368.06951657	58079843.17791095	59313310.448898524	66512610.579931945	61918310.98288411	60714642.4960769	51598572.39437406	51320169.74905416	58915077.545165725
TAXA_4	74244037.63540977	50163010.21511779	21785850.96354767	17401793.34216199	15811981.040062536	15069047.07491571	14498161.116467046	13767159.204930548	13657740.240957338	13619790.817031085	16593784.296432951	12688318.69021009	14982107.922684174	15004200.434409915	15156240.220523346	16417182.097609866	14832747.493497822	14208383.537028998	13405871.870976921	13671914.635331219	14810105.734110871	13301105.86200528	14587503.256233597	12221536.532841671	11972310.729317583	14190818.221712904
TAXA_5	13915935.103681637	15407412.067840045	24864377.521855634	33406158.913173795	43141751.747644156	71129722.9698166	101486429.24342586	127448312.94552581	177114178.48592645	155833020.16541964	180210438.6573351	162737676.93927982	132790040.01896955	133952272.649897	133988666.09630421	143915956.97269437	163269837.25682583	175559392.82166097	196874278.03729117	195528023.78604835	183219534.2167223	148770402.4710471	165328956.96953076	121332697.845468	138199050.05439594	176107134.74318016
TAXA_6	127596780.94976231	135050317.63894853	171645064.27158013	188823859.02604735	200754596.31576222	246185127.95171803	286917487.2995049	317382073.08877105	364743204.1732944	340653836.7890216	473996432.9623403	399559695.41294456	315580106.5255301	313074272.540651	310751213.29640734	339318175.8773654	395880966.64640784	432412283.6478224	495178948.8772481	527252561.7722405	527491187.9356389	370499030.6046592	409818735.5956947	285719109.68524235	335479374.80034333	478174655.28123665
TAXA_7	1418232005.5120206	1758197283.336865	4195235134.8378763	1505792772.3244543	994110827.5074002	1087219785.407762	1177354369.793057	1221679290.6068592	1503705692.852884	1046031366.2929206	1761891654.3137243	1516981240.1136131	837396185.866712	798977879.1968192	795885351.3472497	846644819.3362606	980079175.8939952	1101042073.096568	1296372418.2560124	1358883530.2420564	1438455446.217618	809155556.6125929	1022167189.5916423	549568636.7264223	770580552.6167793	1548424718.96564
TAXA_8	434055978.4107464	473177954.8362763	674219294.1739771	651497734.4604285	591787796.0508239	758158323.2642237	949751964.4035001	1121561523.3650079	1327629221.6770515	1291503553.0948389	2255549774.9427423	1902548560.0408692	987772228.5320897	897374726.2403922	873117874.7710125	883908407.8115138	942170591.3183553	988019001.0069442	1111658222.5097594	1304974223.781115	1419731612.0032954	905924544.0589277	892584219.5759156	695037140.1908523	864849568.4208325	1558381902.377396
TAXA_9	8839677.721836012	9730562.56184991	15490705.259247718	23392783.870820567	29941126.0361956	47071324.18902768	67366457.22240512	85641861.58505362	118234414.7308106	110303714.3721075	129557330.21905996	112210556.6603958	105947788.1989952	103673119.89836471	102044540.04820293	98645407.57028922	92203227.15769514	93026865.1040485	101301513.41719547	105562351.22796643	113276818.26527861	116926289.98796627	121313215.22322333	107842202.22076789	113653392.56250995	166253434.94313404
TAXA_10	264498275.48777696	276574603.68729734	300426169.60657495	296178721.79561365	294009022.4007986	377410262.4673187	486516552.73179555	580762985.7595828	746013739.8591642	656744154.555137	847332138.2474823	687530440.8035681	576079328.8551663	583699056.1401489	589656905.4035516	672553683.2107284	832995473.9248891	954033780.8231316	1124529775.6513853	1182983348.9849353	1017795460.8092952	623646723.6287686	632949791.5379817	439249328.24720955	560518045.1352606	914279928.8937488
