	0.0	0.25	1.25	2.25	3.25	5.25	7.25	9.25	13.25	16.25	20.25	23.25	27.25	28.0	28.25	29.25	30.25	31.25	33.25	35.25	37.25	41.25	44.25	48.25	51.25	55.25
TAXA_1	181127086.36377698	97804570.35149077	34752117.85205544	23147051.02767649	18074754.606505755	12194095.081082212	9548171.14753963	8342893.710564554	7378819.41502383	7821160.979795671	8206263.063778567	6560244.780761073	4988402.255796713	4369702.826279865	4131883.3282292667	3140755.9925994794	2216408.5120963855	1614609.0339346568	891882.7756419447	461317.22668554005	215305.40747238818	59696.57849440249	22487.524006232346	9066.712907916883	4700.769651530684	1932.8809817740212
TAXA_2	698.581486797653	695.0191895336093	870.7892530796403	1153.5781509733179	1596.4040791767304	3232.749227529643	6663.756199797702	11456.028946552795	34064.77154859961	78140.55405925632	310562.11294080195	1120039.7557793101	7221942.13443534	10646252.548454206	12244334.728930056	21533193.447275415	39256726.21583093	69435114.03387679	143504451.38194764	230220826.4612825	243741030.7979833	265925419.3918767	228285705.1450085	187987245.90544558	203652187.66712385	226322529.92827147
TAXA_3	1062020161.3795241	415888281.59167904	198073410.17188454	152309927.29373243	131364616.9012042	119517345.29485217	108180463.9870455	104611952.40058002	83009162.45682368	82774528.78395635	110953839.22755714	95797418.01345628	107219287.01278356	100529359.65220979	99403848.4333609	91632144.53483883	85506083.78765239	83282645.1221367	88358279.91611329	91075437.83592159	89795628.578769	114339560.89670604	102893711.05997206	88949780.17971821	87161163.2126642	92586326.89971897
TAXA_4	213010645.46842587	64057932.003762074	31025810.679852836	23695414.449007474	21516770.41663127	21822653.212399244	20726228.939676147	21096624.20688386	18920682.620681237	17669921.24794583	21023850.18949468	19917853.618431736	18025258.734717112	16642510.923083892	16786295.119311705	16776873.921698658	16040521.742623564	16546356.21046901	17727069.492812052	18127889.791421164	17843378.126264993	21237391.646591637	17725237.30289536	19862087.258211628	17978413.54138068	19962302.070821103
TAXA_5	32933401.491743494	34306460.25728539	48816394.39744128	66073471.36285449	84080902.27300388	129820168.30314413	163527191.44232005	193711374.41096938	193555029.57229683	204522543.0114441	258233925.90016022	235664884.4654258	215085922.63712886	196685659.10256815	192216834.70990583	181121977.04224515	180051756.37379673	185207261.68285015	228415856.7644803	262518609.08879945	241721934.2500906	279522517.30804276	226893160.58150473	228801590.84925324	222811961.66185278	243646862.3608024
TAXA_6	1089806071.540009	1049765790.8314677	815103642.1088178	681656637.0761205	625253194.2857689	640490452.4225236	607257247.0400457	644060896.4603386	469195088.6002174	574486446.6516376	812394653.1911626	678173941.9225347	762295171.5845168	672890989.8779432	666353150.151458	657477048.6716135	687014242.1596754	723018677.9702108	796644505.1859984	868348392.1335003	751770355.1467379	823276834.1457033	628568033.928554	593437153.0131369	605856363.6556389	619623301.0509244
TAXA_7	3191629621.5028	4294188898.0037923	6639924301.147024	2884376429.431364	2123458135.0804696	2177424988.7176924	1858884368.162428	2403729152.9470205	987761002.7133453	1735755952.1707685	2862825248.75731	2204196152.9914165	2485093516.8343368	2029728234.0846937	2017997864.4130673	1774316039.2393038	1745974970.1238503	1768834532.371561	1935756437.5763261	2541975497.7353735	2047648311.3004386	2565374878.665995	1761021480.7194836	1541018904.4542198	2038520765.8960419	1940801685.1826289
TAXA_8	1176301474.52872	1242926122.6777096	1588794972.617908	1630855545.2738905	1537354361.3278105	1719427413.416631	1802275917.165903	2116469494.8025215	1116625749.5263143	2326083523.411771	5002850896.770921	4351541745.2002945	2771864966.174553	2494458014.7450085	2506250021.6330943	2347994369.690191	2425221890.7533145	2507741133.8144546	3060756288.967963	4268206770.220335	3488729147.8266797	3483285131.330971	2271702204.386396	2083952163.4446194	2781945932.6660776	2484034533.6666985
TAXA_9	67010228.489201866	74835603.78256461	104746123.00293821	123883115.38117775	139235134.1816925	156324384.1369325	163712043.52792466	168483412.94523972	175369400.20714957	172860856.475735	222823019.79677582	195137156.6732489	215966921.74796364	189359387.3735913	181627266.18313944	160972062.4088019	144326132.4427019	138045686.9753009	137227276.59518605	148718181.32848617	148651090.90549955	170630488.122163	160633845.97041437	173371004.71679917	163911272.61383864	181684150.96792006
