	0.0	0.25	1.25	2.25	3.25	5.25	7.25	9.25	13.25	16.25	20.25	23.25	27.25	28.0	28.25	29.25	30.25	31.25	33.25	35.25	37.25	41.25	44.25	48.25	51.25	55.25
TAXA_1	158335685.03187943	106959183.59679407	47894986.25796071	32066246.804246973	23401961.850190125	14769772.656967321	11712337.803713907	10345209.711915232	9513727.355657155	8671659.871731566	10390705.37234851	7805393.040921395	2790822.648934456	2366239.8311450277	2225112.465308171	1707265.4109313164	1220775.0338465108	907008.748438318	542358.7809019787	321711.5037698792	174857.03111222986	55905.970106602515	21945.53662092671	9307.879685910253	5111.284945005219	2891.8639234526536
TAXA_2	11760.908700710228	11705.654211168348	11870.656903756893	11752.026075792577	12543.971153367242	15844.690942037165	22020.74098130379	32670.86227201888	71648.58660048501	152376.9402929991	452504.5248741627	1332681.7914813983	7754307.768862654	10306998.737359911	11508578.888327392	18278941.263107713	29552084.286102306	40859696.32842756	75179375.13765745	135348416.26207575	174583549.25716677	218763268.84345606	171345445.27363133	151525282.3941011	130344894.27786863	165425602.2009833
TAXA_3	87082382.208909	83884753.96606854	82219724.2742317	82222370.37785447	81856986.36156929	78973909.56086016	77433443.47656234	74044818.82344016	77145929.30125958	64173972.914449535	84523645.32930262	88845068.9334587	56295303.05908991	52192776.2863342	51861836.58489326	51469374.52306462	49919454.04010019	48684413.22270127	50052887.6532069	53713127.931744926	56896185.106582254	71291892.51767041	68904323.2432642	65025162.5161847	61923155.95055409	73094748.8646408
TAXA_4	43553063.48205118	23918421.34004538	16808657.888366394	15680292.546825888	15448943.399382852	15151003.410332562	15023704.0904167	14900944.153861249	15205429.034686735	13134214.01803645	17730912.751983583	17774750.1593866	15336095.050327942	14232550.354055667	14197327.679064501	14729893.6825836	13913115.159926984	13774654.511876887	14368725.245058361	14825093.971561316	13967177.067625614	17559912.70275533	14336069.276463147	14652293.851117032	12796360.793312678	18301384.06508111
TAXA_5	12512250.346271746	13793054.191318685	19682137.76092724	27827163.7528643	38888336.95088635	70013673.22516082	106933976.12451077	136398534.15984064	203086088.45187235	139176537.65758404	204146785.641854	238588468.44999918	109710584.1598336	106883285.77426948	107211781.55128731	110398886.57575083	116134701.3672978	124693888.16963708	158571606.04660928	187450640.53463107	185022177.77573177	207976619.09869054	183861503.68661606	167468442.77027363	160314654.700658	233359027.0744088
TAXA_6	256370422.06699434	269627187.9322325	320775636.87558395	346585779.89732593	356421015.2940531	338674156.9836842	357416094.89745134	384626248.7122292	493639150.8769386	285534385.3492852	545192928.8173541	654650636.8716785	343880873.79800135	330276046.9105614	331738806.9322439	347318548.0515684	377463696.2555293	384015155.1533511	458904891.03725606	555205723.3135185	535658839.841481	555845377.9686832	501925385.79903054	387899613.6311485	404414714.9872719	550211437.1016656
TAXA_7	914748182.0263608	1111750227.3423407	2146792624.4522052	2056484444.0102813	1629804091.4126003	1023285170.5573086	1197214832.107455	1140928435.5957456	1727278879.7833068	611563722.2067639	1730890886.749796	2544738368.0694666	848953076.0369656	825010381.9361397	817136633.8428123	847642274.077241	892725549.8504045	847614123.1848941	1178976678.3929265	1751161793.3363256	1440766704.2691019	1398168007.4030492	1239078444.5001445	897036708.2884004	954724583.2419156	1890205833.3852177
TAXA_8	546129134.8657281	616143133.0365231	932819587.9386461	1012309026.3660178	956982745.3544258	816351414.3880037	967500021.9380971	1071844120.1290379	1212194655.9533896	758182933.9255344	2516304748.358151	4555694970.054616	995232035.0843916	945727497.7649586	933897932.8256655	985105836.0078168	1047249693.7353812	1005748226.6480559	1514992137.568445	2314000924.798579	1962725502.1185343	1649138769.2788117	1300796240.611113	1047577839.2221628	1150035368.7611203	2132156427.8006241
TAXA_9	23246882.122881636	25502452.87918597	37331035.484267116	49596070.6287795	61912018.09513435	83093009.79506385	98212420.63686605	110466230.95994774	141470077.12811875	106402719.65305685	155396143.4296725	175552830.1213381	125801178.85033713	112338652.7382886	109869764.3207553	98863974.07540233	87323615.46208768	80330959.84520434	76634142.88318658	77229593.40735406	82267748.06118512	89539355.71718112	94221626.07234687	102935296.26690224	105656735.56686719	131180828.24504429
TAXA_10	207869410.25816992	215208885.49020875	258582778.24204227	289477831.4956027	314125248.68616706	359777728.9300358	457685950.38729686	512456696.7576967	685188643.7818846	445219989.0555596	997589472.9455786	1202981973.860735	497264368.1755053	487742672.3211038	490709507.7457638	536452853.18059003	592100098.7473941	588576809.5384216	759666541.4260777	1016774906.4626328	931161425.960933	947777233.9677992	775273867.3937392	605688407.3314568	648351023.1926631	1092762980.0979052
